75_part2_sec69_frame0_player_1.jpg: H=34, S=136, V=15
76_part2_sec217_frame12120_player_1.jpg: H=130, S=52, V=44
76_part2_sec217_frame12132_player_0.jpg: H=159, S=55, V=46
76_part2_sec217_frame12132_player_1.jpg: H=132, S=51, V=50
76_part2_sec217_frame12144_player_0.jpg: H=131, S=55, V=51
76_part2_sec217_frame12156_player_0.jpg: H=131, S=55, V=51
76_part2_sec217_frame12156_player_2.jpg: H=154, S=47, V=38
76_part2_sec217_frame12168_player_0.jpg: H=135, S=51, V=50
76_part2_sec217_frame12168_player_1.jpg: H=128, S=68, V=15
76_part2_sec217_frame12180_player_1.jpg: H=133, S=59, V=52
76_part2_sec217_frame12192_player_1.jpg: H=140, S=48, V=48
76_part2_sec217_frame12204_player_0.jpg: H=132, S=52, V=49
76_part2_sec217_frame12216_player_0.jpg: H=161, S=47, V=43
76_part2_sec217_frame12228_player_0.jpg: H=129, S=106, V=48
76_part2_sec217_frame12228_player_1.jpg: H=2, S=65, V=55
76_part2_sec217_frame12240_player_0.jpg: H=143, S=35, V=58
76_part2_sec217_frame12240_player_1.jpg: H=125, S=57, V=49
76_part2_sec217_frame12252_player_1.jpg: H=4, S=83, V=52
76_part2_sec217_frame12264_player_0.jpg: H=139, S=45, V=45
76_part2_sec217_frame12264_player_3.jpg: H=123, S=70, V=40
76_part2_sec217_frame12276_player_2.jpg: H=135, S=33, V=47
76_part2_sec217_frame12288_player_1.jpg: H=138, S=27, V=48
76_part2_sec217_frame12312_player_1.jpg: H=150, S=17, V=44
76_part2_sec217_frame12324_player_1.jpg: H=135, S=41, V=25
76_part2_sec217_frame12336_player_1.jpg: H=130, S=33, V=23
76_part2_sec217_frame12336_player_2.jpg: H=161, S=35, V=58
76_part2_sec217_frame12348_player_0.jpg: H=135, S=41, V=25
76_part2_sec217_frame12348_player_1.jpg: H=135, S=39, V=26
76_part2_sec217_frame12360_player_1.jpg: H=138, S=38, V=34
76_part2_sec217_frame12372_player_0.jpg: H=144, S=47, V=27
76_part2_sec217_frame12372_player_1.jpg: H=118, S=65, V=59
76_part2_sec217_frame12384_player_0.jpg: H=135, S=66, V=54
76_part2_sec217_frame12384_player_1.jpg: H=158, S=20, V=51
76_part2_sec217_frame12396_player_0.jpg: H=135, S=49, V=21
76_part2_sec217_frame12408_player_0.jpg: H=133, S=36, V=49
76_part2_sec217_frame12420_player_0.jpg: H=126, S=49, V=52
76_part2_sec217_frame12432_player_0.jpg: H=130, S=46, V=50
76_part2_sec217_frame12540_player_0.jpg: H=120, S=35, V=36
76_part2_sec217_frame12540_player_1.jpg: H=109, S=115, V=42
76_part2_sec217_frame12540_player_2.jpg: H=115, S=55, V=51
76_part2_sec217_frame12552_player_0.jpg: H=117, S=61, V=42
76_part2_sec217_frame12552_player_1.jpg: H=125, S=41, V=37
76_part2_sec217_frame12564_player_1.jpg: H=116, S=57, V=36
76_part2_sec217_frame12564_player_2.jpg: H=123, S=55, V=42
76_part2_sec217_frame12564_player_4.jpg: H=110, S=59, V=26
76_part2_sec217_frame12576_player_0.jpg: H=120, S=54, V=38
76_part2_sec217_frame12588_player_2.jpg: H=108, S=90, V=37
76_part2_sec217_frame12588_player_3.jpg: H=120, S=34, V=45
76_part2_sec217_frame12588_player_4.jpg: H=130, S=39, V=59
76_part2_sec217_frame12600_player_0.jpg: H=120, S=24, V=43
76_part2_sec217_frame12600_player_2.jpg: H=120, S=53, V=43
76_part2_sec217_frame12600_player_3.jpg: H=103, S=72, V=32
76_part2_sec217_frame12612_player_0.jpg: H=120, S=51, V=45
76_part2_sec217_frame12612_player_1.jpg: H=120, S=33, V=46
76_part2_sec217_frame12612_player_3.jpg: H=103, S=68, V=34
76_part2_sec217_frame12624_player_0.jpg: H=120, S=36, V=42
76_part2_sec217_frame12624_player_2.jpg: H=117, S=58, V=44
76_part2_sec217_frame12624_player_3.jpg: H=102, S=40, V=32
76_part2_sec217_frame12636_player_2.jpg: H=120, S=45, V=45
76_part2_sec217_frame12636_player_3.jpg: H=90, S=19, V=41
76_part2_sec217_frame12648_player_0.jpg: H=120, S=40, V=45
76_part2_sec217_frame12648_player_1.jpg: H=120, S=35, V=44
76_part2_sec217_frame12660_player_1.jpg: H=120, S=46, V=44
76_part2_sec217_frame12660_player_2.jpg: H=120, S=39, V=52
76_part2_sec217_frame12672_player_1.jpg: H=144, S=47, V=27
76_part2_sec217_frame12672_player_2.jpg: H=131, S=57, V=36
76_part2_sec217_frame12672_player_7.jpg: H=120, S=65, V=51
76_part2_sec217_frame12684_player_0.jpg: H=116, S=74, V=48
76_part2_sec217_frame12684_player_1.jpg: H=114, S=152, V=52
76_part2_sec217_frame12684_player_2.jpg: H=143, S=44, V=23
76_part2_sec217_frame12684_player_3.jpg: H=124, S=62, V=33
76_part2_sec217_frame12684_player_6.jpg: H=120, S=55, V=37
76_part2_sec217_frame12684_player_7.jpg: H=123, S=52, V=44
76_part2_sec217_frame12696_player_0.jpg: H=120, S=108, V=52
76_part2_sec217_frame12696_player_5.jpg: H=114, S=61, V=21
76_part2_sec217_frame12708_player_4.jpg: H=128, S=51, V=20
76_part2_sec217_frame12720_player_0.jpg: H=125, S=67, V=23
76_part2_sec217_frame12720_player_4.jpg: H=115, S=96, V=45
76_part2_sec217_frame12720_player_6.jpg: H=130, S=28, V=27
76_part2_sec217_frame12720_player_7.jpg: H=135, S=27, V=19
76_part2_sec217_frame12732_player_0.jpg: H=120, S=64, V=20
76_part2_sec217_frame12732_player_3.jpg: H=111, S=157, V=47
76_part2_sec217_frame12732_player_4.jpg: H=120, S=55, V=23
76_part2_sec217_frame12744_player_2.jpg: H=128, S=60, V=17
76_part2_sec217_frame12744_player_4.jpg: H=116, S=93, V=55
76_part2_sec217_frame12756_player_0.jpg: H=120, S=45, V=17
76_part2_sec217_frame12756_player_2.jpg: H=122, S=80, V=54
76_part2_sec217_frame12768_player_2.jpg: H=120, S=46, V=22
76_part2_sec217_frame12780_player_1.jpg: H=160, S=43, V=18
76_part2_sec217_frame1284_player_1.jpg: H=156, S=114, V=58
76_part2_sec217_frame1296_player_6.jpg: H=106, S=61, V=46
76_part2_sec217_frame1296_player_7.jpg: H=96, S=31, V=41
76_part2_sec217_frame1296_player_9.jpg: H=100, S=65, V=47
76_part2_sec217_frame13032_player_0.jpg: H=60, S=40, V=19
76_part2_sec217_frame13044_player_0.jpg: H=75, S=57, V=18
76_part2_sec217_frame13056_player_0.jpg: H=75, S=32, V=16
76_part2_sec217_frame13068_player_1.jpg: H=60, S=51, V=15
76_part2_sec217_frame1308_player_3.jpg: H=108, S=72, V=53
76_part2_sec217_frame1308_player_4.jpg: H=105, S=16, V=32
76_part2_sec217_frame1308_player_6.jpg: H=48, S=40, V=32
76_part2_sec217_frame13080_player_0.jpg: H=60, S=26, V=20
76_part2_sec217_frame13092_player_0.jpg: H=107, S=33, V=54
76_part2_sec217_frame13104_player_0.jpg: H=100, S=16, V=48
76_part2_sec217_frame13116_player_0.jpg: H=108, S=27, V=47
76_part2_sec217_frame13128_player_0.jpg: H=60, S=23, V=11
76_part2_sec217_frame13140_player_1.jpg: H=75, S=36, V=14
76_part2_sec217_frame13152_player_1.jpg: H=113, S=36, V=56
76_part2_sec217_frame13164_player_0.jpg: H=37, S=62, V=37
76_part2_sec217_frame13164_player_1.jpg: H=55, S=96, V=32
76_part2_sec217_frame13164_player_6.jpg: H=36, S=91, V=56
76_part2_sec217_frame13176_player_0.jpg: H=107, S=40, V=58
76_part2_sec217_frame13176_player_1.jpg: H=75, S=46, V=11
76_part2_sec217_frame13176_player_2.jpg: H=50, S=35, V=22
76_part2_sec217_frame13176_player_4.jpg: H=30, S=19, V=55
76_part2_sec217_frame13176_player_8.jpg: H=20, S=19, V=40
76_part2_sec217_frame13176_player_10.jpg: H=3, S=61, V=50
76_part2_sec217_frame13176_player_17.jpg: H=11, S=62, V=33
76_part2_sec217_frame13176_player_20.jpg: H=105, S=96, V=16
76_part2_sec217_frame13176_player_21.jpg: H=150, S=11, V=24
76_part2_sec217_frame13188_player_0.jpg: H=66, S=64, V=20
76_part2_sec217_frame13188_player_2.jpg: H=90, S=77, V=10
76_part2_sec217_frame13188_player_3.jpg: H=45, S=24, V=21
76_part2_sec217_frame13188_player_8.jpg: H=30, S=14, V=55
76_part2_sec217_frame13188_player_11.jpg: H=41, S=45, V=45
76_part2_sec217_frame13188_player_16.jpg: H=109, S=106, V=60
76_part2_sec217_frame13188_player_17.jpg: H=8, S=51, V=55
76_part2_sec217_frame132_player_3.jpg: H=60, S=7, V=35
76_part2_sec217_frame132_player_5.jpg: H=105, S=15, V=35
76_part2_sec217_frame132_player_6.jpg: H=108, S=68, V=45
76_part2_sec217_frame1320_player_0.jpg: H=90, S=27, V=38
76_part2_sec217_frame1320_player_2.jpg: H=68, S=31, V=33
76_part2_sec217_frame1320_player_8.jpg: H=60, S=17, V=30
76_part2_sec217_frame1320_player_10.jpg: H=108, S=45, V=57
76_part2_sec217_frame13200_player_1.jpg: H=80, S=17, V=46
76_part2_sec217_frame13200_player_2.jpg: H=50, S=70, V=11
76_part2_sec217_frame13200_player_5.jpg: H=42, S=27, V=47
76_part2_sec217_frame13200_player_14.jpg: H=30, S=85, V=9
76_part2_sec217_frame13200_player_19.jpg: H=30, S=26, V=59
76_part2_sec217_frame13200_player_22.jpg: H=125, S=26, V=58
76_part2_sec217_frame13212_player_0.jpg: H=135, S=24, V=42
76_part2_sec217_frame13212_player_1.jpg: H=60, S=16, V=49
76_part2_sec217_frame13212_player_2.jpg: H=0, S=13, V=19
76_part2_sec217_frame13212_player_4.jpg: H=113, S=26, V=40
76_part2_sec217_frame13212_player_6.jpg: H=40, S=46, V=50
76_part2_sec217_frame13212_player_10.jpg: H=30, S=18, V=58
76_part2_sec217_frame13212_player_13.jpg: H=60, S=9, V=59
76_part2_sec217_frame13212_player_15.jpg: H=168, S=72, V=46
76_part2_sec217_frame13212_player_22.jpg: H=111, S=98, V=26
76_part2_sec217_frame13212_player_23.jpg: H=11, S=54, V=38
76_part2_sec217_frame13224_player_0.jpg: H=140, S=20, V=39
76_part2_sec217_frame13224_player_1.jpg: H=101, S=43, V=48
76_part2_sec217_frame13224_player_4.jpg: H=39, S=40, V=45
76_part2_sec217_frame13224_player_7.jpg: H=110, S=33, V=47
76_part2_sec217_frame13224_player_11.jpg: H=60, S=4, V=58
76_part2_sec217_frame13224_player_16.jpg: H=9, S=49, V=52
76_part2_sec217_frame13224_player_18.jpg: H=0, S=69, V=48
76_part2_sec217_frame13224_player_20.jpg: H=165, S=40, V=51
76_part2_sec217_frame13224_player_23.jpg: H=111, S=94, V=27
76_part2_sec217_frame13236_player_1.jpg: H=70, S=31, V=49
76_part2_sec217_frame13236_player_3.jpg: H=150, S=8, V=34
76_part2_sec217_frame13236_player_5.jpg: H=30, S=18, V=56
76_part2_sec217_frame13236_player_6.jpg: H=105, S=18, V=57
76_part2_sec217_frame13236_player_8.jpg: H=110, S=59, V=52
76_part2_sec217_frame13236_player_15.jpg: H=174, S=29, V=44
76_part2_sec217_frame13236_player_17.jpg: H=108, S=103, V=42
76_part2_sec217_frame13236_player_19.jpg: H=24, S=75, V=17
76_part2_sec217_frame13236_player_20.jpg: H=111, S=91, V=28
76_part2_sec217_frame13236_player_23.jpg: H=2, S=71, V=47
76_part2_sec217_frame13236_player_25.jpg: H=30, S=9, V=59
76_part2_sec217_frame13248_player_1.jpg: H=75, S=32, V=48
76_part2_sec217_frame13248_player_2.jpg: H=161, S=35, V=58
76_part2_sec217_frame13248_player_3.jpg: H=55, S=28, V=55
76_part2_sec217_frame13248_player_7.jpg: H=8, S=85, V=36
76_part2_sec217_frame13248_player_9.jpg: H=40, S=26, V=60
76_part2_sec217_frame13248_player_11.jpg: H=24, S=128, V=10
76_part2_sec217_frame13248_player_15.jpg: H=109, S=68, V=41
76_part2_sec217_frame13248_player_19.jpg: H=111, S=81, V=22
76_part2_sec217_frame13248_player_21.jpg: H=0, S=57, V=45
76_part2_sec217_frame13248_player_22.jpg: H=30, S=51, V=20
76_part2_sec217_frame13260_player_0.jpg: H=90, S=35, V=51
76_part2_sec217_frame13260_player_2.jpg: H=120, S=6, V=41
76_part2_sec217_frame13260_player_3.jpg: H=30, S=4, V=58
76_part2_sec217_frame13260_player_7.jpg: H=8, S=93, V=33
76_part2_sec217_frame13260_player_10.jpg: H=105, S=43, V=12
76_part2_sec217_frame13260_player_18.jpg: H=24, S=61, V=21
76_part2_sec217_frame13260_player_19.jpg: H=19, S=69, V=59
76_part2_sec217_frame13260_player_20.jpg: H=107, S=200, V=60
76_part2_sec217_frame13260_player_23.jpg: H=3, S=71, V=43
76_part2_sec217_frame13272_player_1.jpg: H=120, S=12, V=43
76_part2_sec217_frame13272_player_2.jpg: H=48, S=23, V=56
76_part2_sec217_frame13272_player_3.jpg: H=140, S=26, V=30
76_part2_sec217_frame13272_player_6.jpg: H=86, S=42, V=49
76_part2_sec217_frame13272_player_7.jpg: H=83, S=39, V=59
76_part2_sec217_frame13272_player_8.jpg: H=120, S=39, V=13
76_part2_sec217_frame13272_player_10.jpg: H=10, S=66, V=35
76_part2_sec217_frame13284_player_1.jpg: H=60, S=6, V=41
76_part2_sec217_frame13284_player_2.jpg: H=60, S=18, V=57
76_part2_sec217_frame13284_player_6.jpg: H=135, S=49, V=21
76_part2_sec217_frame13284_player_8.jpg: H=94, S=40, V=51
76_part2_sec217_frame13284_player_9.jpg: H=120, S=46, V=11
76_part2_sec217_frame13296_player_1.jpg: H=84, S=28, V=45
76_part2_sec217_frame13296_player_3.jpg: H=94, S=72, V=60
76_part2_sec217_frame13296_player_4.jpg: H=75, S=34, V=45
76_part2_sec217_frame13296_player_16.jpg: H=5, S=79, V=42
76_part2_sec217_frame13308_player_0.jpg: H=72, S=30, V=42
76_part2_sec217_frame13308_player_2.jpg: H=20, S=39, V=39
76_part2_sec217_frame13308_player_5.jpg: H=20, S=51, V=15
76_part2_sec217_frame13308_player_13.jpg: H=4, S=89, V=40
76_part2_sec217_frame13308_player_14.jpg: H=120, S=46, V=11
76_part2_sec217_frame1332_player_2.jpg: H=100, S=24, V=32
76_part2_sec217_frame1332_player_3.jpg: H=100, S=40, V=38
76_part2_sec217_frame1332_player_4.jpg: H=102, S=52, V=49
76_part2_sec217_frame1332_player_12.jpg: H=15, S=11, V=46
76_part2_sec217_frame13320_player_2.jpg: H=90, S=19, V=41
76_part2_sec217_frame13320_player_9.jpg: H=120, S=39, V=13
76_part2_sec217_frame13320_player_11.jpg: H=97, S=82, V=56
76_part2_sec217_frame13332_player_1.jpg: H=78, S=30, V=42
76_part2_sec217_frame13332_player_5.jpg: H=0, S=36, V=14
76_part2_sec217_frame13332_player_13.jpg: H=0, S=17, V=59
76_part2_sec217_frame13332_player_17.jpg: H=166, S=58, V=48
76_part2_sec217_frame13344_player_0.jpg: H=80, S=37, V=41
76_part2_sec217_frame13344_player_6.jpg: H=135, S=9, V=54
76_part2_sec217_frame13344_player_7.jpg: H=103, S=128, V=14
76_part2_sec217_frame13344_player_8.jpg: H=0, S=66, V=27
76_part2_sec217_frame13356_player_1.jpg: H=75, S=35, V=44
76_part2_sec217_frame13356_player_10.jpg: H=103, S=128, V=14
76_part2_sec217_frame13356_player_11.jpg: H=120, S=15, V=51
76_part2_sec217_frame13356_player_14.jpg: H=164, S=56, V=50
76_part2_sec217_frame13368_player_0.jpg: H=5, S=33, V=46
76_part2_sec217_frame13368_player_2.jpg: H=75, S=36, V=42
76_part2_sec217_frame13368_player_8.jpg: H=45, S=27, V=57
76_part2_sec217_frame13368_player_10.jpg: H=103, S=137, V=13
76_part2_sec217_frame13368_player_11.jpg: H=164, S=56, V=50
76_part2_sec217_frame13380_player_0.jpg: H=175, S=35, V=44
76_part2_sec217_frame13380_player_5.jpg: H=70, S=36, V=43
76_part2_sec217_frame13380_player_7.jpg: H=157, S=44, V=52
76_part2_sec217_frame13380_player_10.jpg: H=42, S=26, V=49
76_part2_sec217_frame13380_player_11.jpg: H=111, S=89, V=20
76_part2_sec217_frame13392_player_0.jpg: H=175, S=31, V=49
76_part2_sec217_frame13392_player_1.jpg: H=71, S=47, V=43
76_part2_sec217_frame13392_player_6.jpg: H=60, S=23, V=55
76_part2_sec217_frame13392_player_10.jpg: H=150, S=38, V=53
76_part2_sec217_frame13392_player_13.jpg: H=110, S=104, V=22
76_part2_sec217_frame13392_player_15.jpg: H=135, S=57, V=9
76_part2_sec217_frame13404_player_0.jpg: H=0, S=28, V=46
76_part2_sec217_frame13404_player_1.jpg: H=64, S=41, V=44
76_part2_sec217_frame13404_player_5.jpg: H=90, S=18, V=58
76_part2_sec217_frame13404_player_8.jpg: H=164, S=67, V=42
76_part2_sec217_frame13404_player_12.jpg: H=110, S=13, V=58
76_part2_sec217_frame13404_player_14.jpg: H=103, S=149, V=12
76_part2_sec217_frame13404_player_15.jpg: H=36, S=213, V=6
76_part2_sec217_frame13416_player_0.jpg: H=60, S=30, V=42
76_part2_sec217_frame13416_player_1.jpg: H=174, S=30, V=43
76_part2_sec217_frame13416_player_4.jpg: H=72, S=22, V=57
76_part2_sec217_frame13416_player_8.jpg: H=105, S=28, V=18
76_part2_sec217_frame13416_player_11.jpg: H=90, S=4, V=59
76_part2_sec217_frame13416_player_12.jpg: H=166, S=64, V=44
76_part2_sec217_frame13416_player_15.jpg: H=30, S=191, V=4
76_part2_sec217_frame13416_player_16.jpg: H=10, S=32, V=24
76_part2_sec217_frame13416_player_17.jpg: H=103, S=137, V=13
76_part2_sec217_frame13428_player_0.jpg: H=54, S=33, V=39
76_part2_sec217_frame13428_player_2.jpg: H=173, S=26, V=40
76_part2_sec217_frame13428_player_6.jpg: H=56, S=32, V=56
76_part2_sec217_frame13428_player_7.jpg: H=113, S=18, V=56
76_part2_sec217_frame13428_player_11.jpg: H=164, S=67, V=42
76_part2_sec217_frame13428_player_12.jpg: H=103, S=128, V=14
76_part2_sec217_frame13428_player_13.jpg: H=120, S=43, V=6
76_part2_sec217_frame1344_player_2.jpg: H=103, S=68, V=45
76_part2_sec217_frame1344_player_4.jpg: H=95, S=38, V=40
76_part2_sec217_frame1344_player_7.jpg: H=80, S=17, V=44
76_part2_sec217_frame1344_player_10.jpg: H=15, S=12, V=43
76_part2_sec217_frame1344_player_12.jpg: H=73, S=43, V=42
76_part2_sec217_frame13440_player_2.jpg: H=168, S=30, V=43
76_part2_sec217_frame13440_player_5.jpg: H=116, S=35, V=58
76_part2_sec217_frame13440_player_6.jpg: H=70, S=27, V=57
76_part2_sec217_frame13440_player_8.jpg: H=66, S=116, V=11
76_part2_sec217_frame13440_player_11.jpg: H=166, S=64, V=44
76_part2_sec217_frame13440_player_15.jpg: H=38, S=204, V=5
76_part2_sec217_frame1356_player_0.jpg: H=108, S=67, V=46
76_part2_sec217_frame1356_player_2.jpg: H=98, S=41, V=50
76_part2_sec217_frame1356_player_4.jpg: H=107, S=47, V=49
76_part2_sec217_frame1356_player_6.jpg: H=95, S=88, V=32
76_part2_sec217_frame1356_player_8.jpg: H=105, S=28, V=36
76_part2_sec217_frame1356_player_13.jpg: H=95, S=28, V=55
76_part2_sec217_frame1368_player_0.jpg: H=96, S=57, V=45
76_part2_sec217_frame1368_player_3.jpg: H=102, S=27, V=48
76_part2_sec217_frame1368_player_6.jpg: H=75, S=57, V=54
76_part2_sec217_frame1368_player_7.jpg: H=106, S=95, V=35
76_part2_sec217_frame1368_player_11.jpg: H=95, S=72, V=46
76_part2_sec217_frame1368_player_13.jpg: H=30, S=31, V=58
76_part2_sec217_frame1380_player_4.jpg: H=75, S=55, V=28
76_part2_sec217_frame1380_player_7.jpg: H=72, S=25, V=51
76_part2_sec217_frame1380_player_9.jpg: H=105, S=87, V=53
76_part2_sec217_frame1380_player_11.jpg: H=50, S=14, V=55
76_part2_sec217_frame1380_player_12.jpg: H=15, S=43, V=48
76_part2_sec217_frame1392_player_3.jpg: H=85, S=30, V=51
76_part2_sec217_frame1392_player_4.jpg: H=79, S=50, V=41
76_part2_sec217_frame1392_player_7.jpg: H=101, S=77, V=56
76_part2_sec217_frame1392_player_9.jpg: H=0, S=0, V=52
76_part2_sec217_frame1404_player_9.jpg: H=114, S=27, V=47
76_part2_sec217_frame1404_player_10.jpg: H=105, S=77, V=60
76_part2_sec217_frame1428_player_1.jpg: H=110, S=18, V=43
76_part2_sec217_frame1428_player_5.jpg: H=60, S=51, V=40
76_part2_sec217_frame144_player_3.jpg: H=0, S=0, V=34
76_part2_sec217_frame144_player_4.jpg: H=108, S=117, V=59
76_part2_sec217_frame144_player_5.jpg: H=150, S=8, V=34
76_part2_sec217_frame144_player_8.jpg: H=120, S=8, V=32
76_part2_sec217_frame144_player_10.jpg: H=12, S=38, V=34
76_part2_sec217_frame144_player_11.jpg: H=105, S=62, V=49
76_part2_sec217_frame1440_player_0.jpg: H=90, S=33, V=47
76_part2_sec217_frame1440_player_3.jpg: H=98, S=22, V=46
76_part2_sec217_frame1452_player_0.jpg: H=86, S=46, V=44
76_part2_sec217_frame1452_player_5.jpg: H=120, S=29, V=53
76_part2_sec217_frame1464_player_1.jpg: H=81, S=36, V=50
76_part2_sec217_frame1464_player_4.jpg: H=56, S=32, V=56
76_part2_sec217_frame1464_player_7.jpg: H=102, S=77, V=43
76_part2_sec217_frame1476_player_2.jpg: H=71, S=70, V=40
76_part2_sec217_frame1476_player_3.jpg: H=68, S=20, V=50
76_part2_sec217_frame1488_player_1.jpg: H=93, S=57, V=49
76_part2_sec217_frame1488_player_3.jpg: H=60, S=20, V=50
76_part2_sec217_frame1512_player_0.jpg: H=95, S=51, V=55
76_part2_sec217_frame1512_player_3.jpg: H=79, S=58, V=48
76_part2_sec217_frame1524_player_0.jpg: H=87, S=50, V=51
76_part2_sec217_frame1524_player_4.jpg: H=83, S=65, V=47
76_part2_sec217_frame1536_player_2.jpg: H=78, S=55, V=46
76_part2_sec217_frame1536_player_4.jpg: H=73, S=36, V=49
76_part2_sec217_frame1548_player_1.jpg: H=85, S=29, V=52
76_part2_sec217_frame1548_player_2.jpg: H=79, S=58, V=48
76_part2_sec217_frame1548_player_6.jpg: H=40, S=20, V=39
76_part2_sec217_frame156_player_0.jpg: H=73, S=40, V=45
76_part2_sec217_frame156_player_2.jpg: H=120, S=15, V=33
76_part2_sec217_frame156_player_6.jpg: H=110, S=51, V=45
76_part2_sec217_frame156_player_7.jpg: H=113, S=58, V=35
76_part2_sec217_frame156_player_8.jpg: H=126, S=67, V=38
76_part2_sec217_frame156_player_10.jpg: H=25, S=39, V=39
76_part2_sec217_frame168_player_3.jpg: H=120, S=16, V=31
76_part2_sec217_frame168_player_4.jpg: H=107, S=40, V=45
76_part2_sec217_frame168_player_6.jpg: H=69, S=51, V=35
76_part2_sec217_frame168_player_7.jpg: H=120, S=47, V=38
76_part2_sec217_frame168_player_9.jpg: H=160, S=15, V=51
76_part2_sec217_frame1704_player_0.jpg: H=64, S=43, V=42
76_part2_sec217_frame1704_player_2.jpg: H=77, S=45, V=51
76_part2_sec217_frame1704_player_4.jpg: H=100, S=21, V=37
76_part2_sec217_frame1704_player_5.jpg: H=75, S=67, V=46
76_part2_sec217_frame1704_player_6.jpg: H=98, S=73, V=42
76_part2_sec217_frame1716_player_0.jpg: H=64, S=43, V=42
76_part2_sec217_frame1716_player_3.jpg: H=90, S=10, V=49
76_part2_sec217_frame1716_player_4.jpg: H=80, S=50, V=46
76_part2_sec217_frame1716_player_5.jpg: H=102, S=75, V=44
76_part2_sec217_frame1716_player_7.jpg: H=110, S=21, V=37
76_part2_sec217_frame1728_player_0.jpg: H=65, S=37, V=41
76_part2_sec217_frame1728_player_3.jpg: H=77, S=49, V=47
76_part2_sec217_frame1728_player_4.jpg: H=101, S=81, V=44
76_part2_sec217_frame1728_player_5.jpg: H=54, S=61, V=42
76_part2_sec217_frame1728_player_6.jpg: H=110, S=26, V=30
76_part2_sec217_frame180_player_1.jpg: H=95, S=37, V=41
76_part2_sec217_frame180_player_5.jpg: H=48, S=83, V=37
76_part2_sec217_frame180_player_8.jpg: H=112, S=183, V=60
76_part2_sec217_frame180_player_9.jpg: H=125, S=41, V=37
76_part2_sec217_frame180_player_13.jpg: H=110, S=40, V=38
76_part2_sec217_frame1800_player_5.jpg: H=105, S=17, V=59
76_part2_sec217_frame1812_player_5.jpg: H=60, S=22, V=58
76_part2_sec217_frame1824_player_1.jpg: H=15, S=43, V=59
76_part2_sec217_frame1824_player_3.jpg: H=98, S=18, V=56
76_part2_sec217_frame1836_player_3.jpg: H=165, S=17, V=60
76_part2_sec217_frame1836_player_4.jpg: H=100, S=14, V=56
76_part2_sec217_frame1836_player_7.jpg: H=150, S=4, V=59
76_part2_sec217_frame1848_player_3.jpg: H=30, S=5, V=48
76_part2_sec217_frame1848_player_4.jpg: H=63, S=43, V=59
76_part2_sec217_frame1848_player_8.jpg: H=120, S=28, V=55
76_part2_sec217_frame1860_player_2.jpg: H=90, S=4, V=60
76_part2_sec217_frame1860_player_6.jpg: H=30, S=13, V=58
76_part2_sec217_frame1860_player_12.jpg: H=90, S=5, V=55
76_part2_sec217_frame192_player_0.jpg: H=95, S=33, V=47
76_part2_sec217_frame192_player_2.jpg: H=108, S=36, V=35
76_part2_sec217_frame192_player_7.jpg: H=72, S=41, V=31
76_part2_sec217_frame192_player_10.jpg: H=150, S=21, V=48
76_part2_sec217_frame204_player_0.jpg: H=90, S=17, V=44
76_part2_sec217_frame204_player_4.jpg: H=120, S=31, V=49
76_part2_sec217_frame204_player_5.jpg: H=171, S=33, V=54
76_part2_sec217_frame2052_player_1.jpg: H=110, S=60, V=51
76_part2_sec217_frame2064_player_2.jpg: H=84, S=27, V=48
76_part2_sec217_frame2076_player_3.jpg: H=90, S=21, V=48
76_part2_sec217_frame216_player_1.jpg: H=80, S=15, V=51
76_part2_sec217_frame216_player_2.jpg: H=48, S=82, V=56
76_part2_sec217_frame2172_player_7.jpg: H=101, S=35, V=59
76_part2_sec217_frame2184_player_7.jpg: H=105, S=20, V=52
76_part2_sec217_frame2184_player_8.jpg: H=101, S=37, V=55
76_part2_sec217_frame2196_player_2.jpg: H=16, S=47, V=60
76_part2_sec217_frame2196_player_3.jpg: H=75, S=10, V=52
76_part2_sec217_frame2196_player_5.jpg: H=102, S=27, V=47
76_part2_sec217_frame2208_player_4.jpg: H=110, S=14, V=54
76_part2_sec217_frame2208_player_6.jpg: H=40, S=15, V=50
76_part2_sec217_frame2220_player_3.jpg: H=125, S=75, V=58
76_part2_sec217_frame2232_player_1.jpg: H=129, S=74, V=45
76_part2_sec217_frame2244_player_2.jpg: H=120, S=65, V=39
82_part2_sec122_frame0_player_1.jpg: H=81, S=135, V=32
82_part2_sec122_frame0_player_2.jpg: H=104, S=173, V=31
82_part2_sec122_frame0_player_5.jpg: H=104, S=140, V=31
82_part2_sec122_frame0_player_6.jpg: H=92, S=164, V=28
82_part2_sec122_frame0_player_8.jpg: H=111, S=170, V=39
82_part2_sec122_frame0_player_9.jpg: H=90, S=104, V=54
82_part2_sec122_frame0_player_10.jpg: H=160, S=61, V=50
82_part2_sec122_frame1008_player_3.jpg: H=69, S=85, V=39
82_part2_sec122_frame1008_player_6.jpg: H=102, S=106, V=36
82_part2_sec122_frame1008_player_7.jpg: H=71, S=92, V=39
82_part2_sec122_frame1008_player_10.jpg: H=68, S=103, V=47
82_part2_sec122_frame1020_player_1.jpg: H=55, S=143, V=57
82_part2_sec122_frame1020_player_2.jpg: H=74, S=95, V=35
82_part2_sec122_frame1020_player_4.jpg: H=5, S=122, V=46
82_part2_sec122_frame1020_player_7.jpg: H=118, S=77, V=50
82_part2_sec122_frame1020_player_8.jpg: H=17, S=64, V=36
82_part2_sec122_frame1020_player_13.jpg: H=79, S=57, V=36
